0.	0.	0.	0.
0.	0.1	0.	0.
0.	0.2	0.	0.
0.	0.30000000000000004	0.	0.
0.	0.4	0.	0.
0.	0.5	0.	0.
0.	0.6000000000000001	0.	0.
0.	0.7000000000000001	0.	0.
0.	0.8	0.	0.
0.	0.9	0.	0.
0.	1.	0.	0.
0.1	0.	0.	0.
0.1	0.1	0.	0.
0.1	0.2	0.	0.
0.1	0.30000000000000004	0.	0.
0.1	0.4	0.	0.
0.1	0.5	0.	0.
0.1	0.6000000000000001	0.	0.
0.1	0.7000000000000001	0.	0.
0.1	0.8	0.	0.
0.1	0.9	0.	0.
0.1	1.	0.	0.
0.2	0.	0.	3.1861838222649056e-59
0.2	0.1	0.	-7.965459555662261e-59
0.2	0.2	0.	0.
0.2	0.30000000000000004	0.	2.4892061111444567e-60
0.2	0.4	0.	1.7424442778011197e-59
0.2	0.5	0.	4.142038968944374e-59
0.2	0.6000000000000001	0.	3.9827297778307805e-60
0.2	0.7000000000000001	0.	1.8669045833583425e-59
0.2	0.8	0.	-1.8457463314136175e-59
0.2	0.9	0.	0.
0.2	1.	0.	1.493523666686674e-59
0.30000000000000004	0.	0.	9.183549615799091e-41
0.30000000000000004	0.1	0.	-6.117472938748613e-56
0.30000000000000004	0.2	0.	0.
0.30000000000000004	0.30000000000000004	0.	-4.078315292499069e-55
0.30000000000000004	0.4	0.	5.495665240963015e-71
0.30000000000000004	0.5	0.	0.
0.30000000000000004	0.6000000000000001	0.	-8.156630584998124e-55
0.30000000000000004	0.7000000000000001	0.	9.183549615799131e-41
0.30000000000000004	0.8	0.	-9.183549615799091e-41
0.30000000000000004	0.9	0.	0.
0.30000000000000004	1.	0.	-5.495665240963015e-71
0.4	0.	0.	-4.1761948595190594e-54
0.4	0.1	0.	-7.62155561862228e-55
0.4	0.2	0.	0.
0.4	0.30000000000000004	0.	0.
0.4	0.4	0.	-4.854826524190904e-55
0.4	0.5	0.	1.6000046555532388e-54
0.4	0.6000000000000001	0.	0.
0.4	0.7000000000000001	0.	0.
0.4	0.8	0.	0.
0.4	0.9	0.	0.
0.4	1.	0.	0.
0.5	0.	0.	0.
0.5	0.1	0.	-1.2037062152420248e-35
0.5	0.2	0.	2.366064959609118e-50
0.5	0.30000000000000004	0.	9.34184721471423e-50
0.5	0.4	0.	1.3971877522006934e-50
0.5	0.5	0.	0.
0.5	0.6000000000000001	0.	-1.2615449431635e-50
0.5	0.7000000000000001	0.	1.2615449431635e-50
0.5	0.8	0.	-1.2037062152420237e-35
0.5	0.9	0.	0.
0.5	1.	0.	0.
0.6000000000000001	0.	0.	0.
0.6000000000000001	0.1	0.	1.9828373270196016e-46
0.6000000000000001	0.2	0.	8.337725862732697e-47
