Warning: 100 points required, but 125 points sampled.
Warning: 10000 points required, but 12500 points sampled.
Compiling model...
'compile' took 3.656231 s

Training model...

Step      Train loss                        Test loss                         Test metric
0         [3.99e-01, 1.76e+02, 5.96e-02]    [2.77e-01, 1.76e+02, 5.96e-02]    []

Best model at step 0:
  train loss: 1.77e+02
  test loss: 1.77e+02
  test metric: []

'train' took 2.574109 s

Compiling model...
'compile' took 0.001464 s

Training model...

Step      Train loss                        Test loss                         Test metric
23200     [8.96e-03, 1.58e-02, 2.76e-02]    [3.98e-03, 1.58e-02, 2.76e-02]    []
23300     [8.86e-03, 1.57e-02, 2.75e-02]    [3.97e-03, 1.57e-02, 2.75e-02]    []
23400     [1.18e-02, 1.72e-02, 2.73e-02]    [5.94e-03, 1.72e-02, 2.73e-02]    []
23500     [8.51e-03, 1.54e-02, 2.72e-02]    [3.88e-03, 1.54e-02, 2.72e-02]    []
23600     [8.82e-03, 1.54e-02, 2.73e-02]    [4.07e-03, 1.54e-02, 2.73e-02]    []
23700     [8.69e-03, 1.52e-02, 2.71e-02]    [3.86e-03, 1.52e-02, 2.71e-02]    []
23800     [8.79e-03, 1.53e-02, 2.68e-02]    [3.89e-03, 1.53e-02, 2.68e-02]    []
23900     [8.52e-03, 1.50e-02, 2.68e-02]    [3.82e-03, 1.50e-02, 2.68e-02]    []
24000     [8.68e-03, 1.49e-02, 2.68e-02]    [3.97e-03, 1.49e-02, 2.68e-02]    []
24100     [8.69e-03, 1.47e-02, 2.66e-02]    [3.91e-03, 1.47e-02, 2.66e-02]    []
24200     [8.54e-03, 1.46e-02, 2.66e-02]    [3.80e-03, 1.46e-02, 2.66e-02]    []
24300     [9.10e-03, 1.49e-02, 2.64e-02]    [4.60e-03, 1.49e-02, 2.64e-02]    []
24400     [8.54e-03, 1.44e-02, 2.62e-02]    [3.78e-03, 1.44e-02, 2.62e-02]    []
24500     [8.80e-03, 1.43e-02, 2.62e-02]    [3.76e-03, 1.43e-02, 2.62e-02]    []
24600     [8.43e-03, 1.42e-02, 2.61e-02]    [3.78e-03, 1.42e-02, 2.61e-02]    []
24700     [8.36e-03, 1.40e-02, 2.59e-02]    [3.73e-03, 1.40e-02, 2.59e-02]    []
24800     [8.29e-03, 1.39e-02, 2.58e-02]    [3.77e-03, 1.39e-02, 2.58e-02]    []
24900     [2.91e-02, 2.20e-02, 2.65e-02]    [2.47e-02, 2.20e-02, 2.65e-02]    []
25000     [8.50e-03, 1.35e-02, 2.57e-02]    [3.73e-03, 1.35e-02, 2.57e-02]    []
25100     [8.13e-03, 1.36e-02, 2.54e-02]    [3.76e-03, 1.36e-02, 2.54e-02]    []
25200     [8.22e-03, 1.34e-02, 2.53e-02]    [3.63e-03, 1.34e-02, 2.53e-02]    []
25300     [8.13e-03, 1.33e-02, 2.51e-02]    [3.63e-03, 1.33e-02, 2.51e-02]    []
25400     [8.08e-03, 1.31e-02, 2.50e-02]    [3.70e-03, 1.31e-02, 2.50e-02]    []
25500     [8.26e-03, 1.30e-02, 2.49e-02]    [3.70e-03, 1.30e-02, 2.49e-02]    []
25600     [8.16e-03, 1.28e-02, 2.50e-02]    [3.60e-03, 1.28e-02, 2.50e-02]    []
25700     [8.76e-03, 1.27e-02, 2.47e-02]    [3.74e-03, 1.27e-02, 2.47e-02]    []
25800     [1.13e-02, 1.26e-02, 2.53e-02]    [7.04e-03, 1.26e-02, 2.53e-02]    []
25900     [7.77e-03, 1.25e-02, 2.43e-02]    [3.61e-03, 1.25e-02, 2.43e-02]    []
26000     [1.03e-02, 1.33e-02, 2.42e-02]    [5.34e-03, 1.33e-02, 2.42e-02]    []
26100     [8.08e-03, 1.22e-02, 2.43e-02]    [3.62e-03, 1.22e-02, 2.43e-02]    []
26200     [8.64e-03, 1.24e-02, 2.41e-02]    [4.52e-03, 1.24e-02, 2.41e-02]    []
26300     [8.07e-03, 1.20e-02, 2.38e-02]    [3.53e-03, 1.20e-02, 2.38e-02]    []
26400     [7.81e-03, 1.18e-02, 2.38e-02]    [3.51e-03, 1.18e-02, 2.38e-02]    []
26500     [8.60e-03, 1.20e-02, 2.35e-02]    [4.20e-03, 1.20e-02, 2.35e-02]    []
26600     [7.92e-03, 1.16e-02, 2.33e-02]    [3.55e-03, 1.16e-02, 2.33e-02]    []
26700     [7.88e-03, 1.14e-02, 2.32e-02]    [3.52e-03, 1.14e-02, 2.32e-02]    []
26800     [3.10e-02, 2.35e-02, 2.27e-02]    [2.24e-02, 2.35e-02, 2.27e-02]    []
26900     [8.11e-03, 1.11e-02, 2.31e-02]    [3.50e-03, 1.11e-02, 2.31e-02]    []
27000     [8.01e-03, 1.11e-02, 2.27e-02]    [3.53e-03, 1.11e-02, 2.27e-02]    []
27100     [8.00e-03, 1.09e-02, 2.29e-02]    [3.51e-03, 1.09e-02, 2.29e-02]    []
27200     [8.03e-03, 1.07e-02, 2.26e-02]    [3.64e-03, 1.07e-02, 2.26e-02]    []
27300     [7.89e-03, 1.05e-02, 2.25e-02]    [3.65e-03, 1.05e-02, 2.25e-02]    []
27400     [8.72e-03, 1.08e-02, 2.22e-02]    [4.56e-03, 1.08e-02, 2.22e-02]    []
27500     [8.23e-03, 1.04e-02, 2.20e-02]    [3.63e-03, 1.04e-02, 2.20e-02]    []
27600     [8.25e-03, 1.04e-02, 2.20e-02]    [4.12e-03, 1.04e-02, 2.20e-02]    []
27700     [8.00e-03, 1.01e-02, 2.18e-02]    [3.60e-03, 1.01e-02, 2.18e-02]    []
27800     [7.99e-03, 1.00e-02, 2.16e-02]    [3.67e-03, 1.00e-02, 2.16e-02]    []
27900     [7.99e-03, 9.88e-03, 2.13e-02]    [3.63e-03, 9.88e-03, 2.13e-02]    []
28000     [8.22e-03, 9.71e-03, 2.11e-02]    [3.73e-03, 9.71e-03, 2.11e-02]    []
28100     [1.74e-02, 1.28e-02, 2.15e-02]    [1.39e-02, 1.28e-02, 2.15e-02]    []
28200     [1.21e-02, 1.09e-02, 2.08e-02]    [7.04e-03, 1.09e-02, 2.08e-02]    []
28300     [7.81e-03, 9.34e-03, 2.07e-02]    [3.66e-03, 9.34e-03, 2.07e-02]    []
28400     [8.46e-03, 9.31e-03, 2.05e-02]    [3.88e-03, 9.31e-03, 2.05e-02]    []
28500     [8.36e-03, 9.08e-03, 2.04e-02]    [3.73e-03, 9.08e-03, 2.04e-02]    []
28600     [1.61e-02, 1.36e-02, 2.00e-02]    [9.51e-03, 1.36e-02, 2.00e-02]    []
28700     [8.14e-03, 8.80e-03, 2.01e-02]    [3.78e-03, 8.80e-03, 2.01e-02]    []
28800     [8.55e-03, 8.68e-03, 1.99e-02]    [3.74e-03, 8.68e-03, 1.99e-02]    []
28900     [1.76e-02, 1.24e-02, 2.00e-02]    [1.31e-02, 1.24e-02, 2.00e-02]    []
29000     [8.34e-03, 8.44e-03, 1.98e-02]    [3.71e-03, 8.44e-03, 1.98e-02]    []
29100     [2.31e-02, 1.04e-02, 2.09e-02]    [1.93e-02, 1.04e-02, 2.09e-02]    []
29200     [8.26e-03, 8.27e-03, 1.93e-02]    [3.87e-03, 8.27e-03, 1.93e-02]    []
29300     [1.08e-02, 9.21e-03, 1.91e-02]    [6.58e-03, 9.21e-03, 1.91e-02]    []
29400     [8.26e-03, 7.99e-03, 1.89e-02]    [3.82e-03, 7.99e-03, 1.89e-02]    []
29500     [8.46e-03, 7.84e-03, 1.87e-02]    [3.89e-03, 7.84e-03, 1.87e-02]    []
29600     [8.53e-03, 7.84e-03, 1.87e-02]    [4.00e-03, 7.84e-03, 1.87e-02]    []
29700     [8.29e-03, 7.71e-03, 1.86e-02]    [3.81e-03, 7.71e-03, 1.86e-02]    []
29800     [8.52e-03, 7.84e-03, 1.82e-02]    [4.28e-03, 7.84e-03, 1.82e-02]    []
29900     [8.38e-03, 7.52e-03, 1.81e-02]    [3.87e-03, 7.52e-03, 1.81e-02]    []
30000     [8.42e-03, 7.41e-03, 1.81e-02]    [3.87e-03, 7.41e-03, 1.81e-02]    []

Best model at step 30000:
  train loss: 3.39e-02
  test loss: 2.93e-02
  test metric: []

Epoch 30000: saving model to ./tests/models/BioHeat_PINNs_date_time_20240706_211048/adam-30000.pt ...

'train' took 35156.338604 s

[2024-07-07 06:56:57,345][matplotlib.mathtext][INFO] - Substituting symbol L from STIXNonUnicode
[2024-07-07 06:56:57,384][matplotlib.mathtext][INFO] - Substituting symbol L from STIXNonUnicode
[2024-07-07 06:56:57,411][matplotlib.mathtext][INFO] - Substituting symbol L from STIXNonUnicode
Saving the image: ./tests/figures/BioHeat_PINNs_date_time_20240706_211048/l2_tf.png
