Warning: 100 points required, but 125 points sampled.
Warning: 10000 points required, but 12500 points sampled.
Compiling model...
'compile' took 3.059942 s

Training model...

Step      Train loss                        Test loss                         Test metric
0         [4.92e+00, 4.80e+02, 1.81e-01]    [3.95e+00, 4.80e+02, 1.81e-01]    []

Best model at step 0:
  train loss: 4.85e+02
  test loss: 4.84e+02
  test metric: []

'train' took 3.037069 s

Compiling model...
'compile' took 0.001218 s

Training model...

Step      Train loss                        Test loss                         Test metric
22300     [2.97e-03, 3.28e-03, 2.46e-03]    [2.15e-03, 3.28e-03, 2.46e-03]    []
22400     [2.29e-03, 3.04e-04, 1.87e-03]    [1.31e-03, 3.04e-04, 1.87e-03]    []
22500     [2.04e-03, 2.65e-04, 1.87e-03]    [1.30e-03, 2.65e-04, 1.87e-03]    []
22600     [2.08e-03, 3.28e-04, 1.87e-03]    [1.30e-03, 3.28e-04, 1.87e-03]    []
22700     [2.29e-03, 3.01e-04, 1.90e-03]    [1.32e-03, 3.01e-04, 1.90e-03]    []
22800     [2.08e-03, 6.18e-04, 1.86e-03]    [1.37e-03, 6.18e-04, 1.86e-03]    []
22900     [1.98e-03, 2.50e-04, 1.86e-03]    [1.28e-03, 2.50e-04, 1.86e-03]    []
23000     [2.90e-03, 2.70e-03, 2.16e-03]    [1.89e-03, 2.70e-03, 2.16e-03]    []
23100     [1.94e-03, 2.59e-04, 1.83e-03]    [1.30e-03, 2.59e-04, 1.83e-03]    []
23200     [2.97e-03, 3.84e-03, 2.48e-03]    [2.23e-03, 3.84e-03, 2.48e-03]    []
23300     [1.92e-03, 2.30e-04, 1.79e-03]    [1.33e-03, 2.30e-04, 1.79e-03]    []
23400     [2.01e-03, 4.69e-04, 1.80e-03]    [1.38e-03, 4.69e-04, 1.80e-03]    []
23500     [1.90e-03, 2.06e-04, 1.76e-03]    [1.33e-03, 2.06e-04, 1.76e-03]    []
23600     [2.00e-03, 2.43e-04, 1.78e-03]    [1.32e-03, 2.43e-04, 1.78e-03]    []
23700     [1.91e-03, 2.21e-04, 1.75e-03]    [1.32e-03, 2.21e-04, 1.75e-03]    []
23800     [2.11e-03, 3.40e-04, 1.78e-03]    [1.35e-03, 3.40e-04, 1.78e-03]    []
23900     [1.82e-03, 2.10e-04, 1.74e-03]    [1.29e-03, 2.10e-04, 1.74e-03]    []
24000     [1.78e-03, 2.11e-04, 1.72e-03]    [1.28e-03, 2.11e-04, 1.72e-03]    []
24100     [2.05e-03, 5.72e-04, 1.74e-03]    [1.41e-03, 5.72e-04, 1.74e-03]    []
24200     [2.05e-03, 2.10e-04, 1.74e-03]    [1.30e-03, 2.10e-04, 1.74e-03]    []
24300     [1.91e-03, 2.19e-04, 1.70e-03]    [1.29e-03, 2.19e-04, 1.70e-03]    []
24400     [4.67e-03, 1.04e-02, 3.22e-03]    [3.89e-03, 1.04e-02, 3.22e-03]    []
24500     [1.84e-03, 2.15e-04, 1.71e-03]    [1.32e-03, 2.15e-04, 1.71e-03]    []
24600     [1.93e-03, 2.29e-04, 1.68e-03]    [1.29e-03, 2.29e-04, 1.68e-03]    []
24700     [2.21e-03, 2.39e-04, 1.73e-03]    [1.33e-03, 2.39e-04, 1.73e-03]    []
24800     [2.00e-03, 2.83e-04, 1.71e-03]    [1.35e-03, 2.83e-04, 1.71e-03]    []
24900     [1.82e-03, 3.78e-04, 1.71e-03]    [1.37e-03, 3.78e-04, 1.71e-03]    []
25000     [1.86e-03, 2.40e-04, 1.65e-03]    [1.36e-03, 2.40e-04, 1.65e-03]    []
25100     [1.89e-03, 2.17e-04, 1.64e-03]    [1.33e-03, 2.17e-04, 1.64e-03]    []
25200     [4.90e-03, 1.20e-02, 3.32e-03]    [4.29e-03, 1.20e-02, 3.32e-03]    []
25300     [1.83e-03, 2.11e-04, 1.63e-03]    [1.33e-03, 2.11e-04, 1.63e-03]    []
25400     [2.73e-03, 3.65e-03, 2.09e-03]    [2.20e-03, 3.65e-03, 2.09e-03]    []
25500     [1.95e-03, 2.12e-04, 1.64e-03]    [1.28e-03, 2.12e-04, 1.64e-03]    []
25600     [1.70e-03, 1.95e-04, 1.61e-03]    [1.31e-03, 1.95e-04, 1.61e-03]    []
25700     [1.67e-03, 1.81e-04, 1.60e-03]    [1.29e-03, 1.81e-04, 1.60e-03]    []
25800     [2.31e-03, 1.88e-03, 1.93e-03]    [1.75e-03, 1.88e-03, 1.93e-03]    []
25900     [1.68e-03, 1.87e-04, 1.59e-03]    [1.27e-03, 1.87e-04, 1.59e-03]    []
26000     [1.96e-03, 2.38e-04, 1.61e-03]    [1.26e-03, 2.38e-04, 1.61e-03]    []
26100     [2.01e-03, 4.07e-04, 1.66e-03]    [1.33e-03, 4.07e-04, 1.66e-03]    []
26200     [1.77e-03, 1.86e-04, 1.59e-03]    [1.26e-03, 1.86e-04, 1.59e-03]    []
26300     [2.01e-03, 2.19e-04, 1.63e-03]    [1.23e-03, 2.19e-04, 1.63e-03]    []
26400     [1.70e-03, 2.70e-04, 1.60e-03]    [1.23e-03, 2.70e-04, 1.60e-03]    []
26500     [1.89e-03, 1.92e-04, 1.62e-03]    [1.22e-03, 1.92e-04, 1.62e-03]    []
26600     [2.01e-03, 1.83e-04, 1.62e-03]    [1.20e-03, 1.83e-04, 1.62e-03]    []
26700     [1.72e-03, 2.18e-04, 1.62e-03]    [1.20e-03, 2.18e-04, 1.62e-03]    []
26800     [1.77e-03, 2.42e-04, 1.63e-03]    [1.20e-03, 2.42e-04, 1.63e-03]    []
26900     [1.73e-03, 1.77e-04, 1.59e-03]    [1.18e-03, 1.77e-04, 1.59e-03]    []
27000     [2.12e-03, 2.62e-04, 1.61e-03]    [1.23e-03, 2.62e-04, 1.61e-03]    []
27100     [1.75e-03, 4.95e-04, 1.62e-03]    [1.29e-03, 4.95e-04, 1.62e-03]    []
27200     [1.72e-03, 1.70e-04, 1.58e-03]    [1.18e-03, 1.70e-04, 1.58e-03]    []
27300     [1.94e-03, 3.82e-04, 1.61e-03]    [1.25e-03, 3.82e-04, 1.61e-03]    []
27400     [1.73e-03, 1.72e-04, 1.54e-03]    [1.19e-03, 1.72e-04, 1.54e-03]    []
27500     [1.65e-03, 1.74e-04, 1.53e-03]    [1.19e-03, 1.74e-04, 1.53e-03]    []
27600     [2.51e-03, 3.35e-03, 1.93e-03]    [2.01e-03, 3.35e-03, 1.93e-03]    []
27700     [1.62e-03, 1.61e-04, 1.51e-03]    [1.17e-03, 1.61e-04, 1.51e-03]    []
27800     [2.33e-03, 2.77e-03, 1.84e-03]    [1.84e-03, 2.77e-03, 1.84e-03]    []
27900     [1.80e-03, 1.67e-04, 1.51e-03]    [1.17e-03, 1.67e-04, 1.51e-03]    []
28000     [1.72e-03, 1.73e-04, 1.48e-03]    [1.19e-03, 1.73e-04, 1.48e-03]    []
28100     [1.87e-03, 2.37e-04, 1.50e-03]    [1.19e-03, 2.37e-04, 1.50e-03]    []
28200     [3.14e-03, 5.08e-03, 2.16e-03]    [2.57e-03, 5.08e-03, 2.16e-03]    []
28300     [1.91e-03, 1.79e-04, 1.54e-03]    [1.19e-03, 1.79e-04, 1.54e-03]    []
28400     [1.86e-03, 2.11e-04, 1.51e-03]    [1.22e-03, 2.11e-04, 1.51e-03]    []
28500     [2.03e-03, 1.95e-04, 1.53e-03]    [1.25e-03, 1.95e-04, 1.53e-03]    []
28600     [1.90e-03, 3.36e-04, 1.50e-03]    [1.29e-03, 3.36e-04, 1.50e-03]    []
28700     [1.90e-03, 2.00e-04, 1.48e-03]    [1.26e-03, 2.00e-04, 1.48e-03]    []
28800     [1.80e-03, 1.94e-04, 1.46e-03]    [1.22e-03, 1.94e-04, 1.46e-03]    []
28900     [2.04e-03, 3.56e-04, 1.54e-03]    [1.22e-03, 3.56e-04, 1.54e-03]    []
29000     [2.03e-03, 1.18e-03, 1.59e-03]    [1.48e-03, 1.18e-03, 1.59e-03]    []
29100     [1.71e-03, 1.84e-04, 1.43e-03]    [1.20e-03, 1.84e-04, 1.43e-03]    []
29200     [1.73e-03, 1.79e-04, 1.44e-03]    [1.19e-03, 1.79e-04, 1.44e-03]    []
29300     [2.01e-03, 3.92e-04, 1.46e-03]    [1.28e-03, 3.92e-04, 1.46e-03]    []
29400     [1.78e-03, 1.84e-04, 1.41e-03]    [1.19e-03, 1.84e-04, 1.41e-03]    []
29500     [1.85e-03, 2.09e-04, 1.43e-03]    [1.17e-03, 2.09e-04, 1.43e-03]    []
29600     [1.91e-03, 2.80e-04, 1.48e-03]    [1.16e-03, 2.80e-04, 1.48e-03]    []
29700     [1.83e-03, 1.94e-04, 1.42e-03]    [1.16e-03, 1.94e-04, 1.42e-03]    []
29800     [1.80e-03, 2.11e-04, 1.40e-03]    [1.18e-03, 2.11e-04, 1.40e-03]    []
29900     [2.40e-03, 2.70e-03, 1.83e-03]    [1.83e-03, 2.70e-03, 1.83e-03]    []
30000     [1.81e-03, 2.82e-04, 1.40e-03]    [1.18e-03, 2.82e-04, 1.40e-03]    []

Best model at step 27700:
  train loss: 3.29e-03
  test loss: 2.85e-03
  test metric: []

Epoch 30000: saving model to ./tests/models/BioHeat_PINNs_date_time_20240707_185019/adam-30000.pt ...

'train' took 48298.484350 s

[2024-07-08 08:15:30,278][matplotlib.mathtext][INFO] - Substituting symbol L from STIXNonUnicode
[2024-07-08 08:15:30,313][matplotlib.mathtext][INFO] - Substituting symbol L from STIXNonUnicode
[2024-07-08 08:15:30,336][matplotlib.mathtext][INFO] - Substituting symbol L from STIXNonUnicode
Saving the image: ./tests/figures/BioHeat_PINNs_date_time_20240707_185019/l2_tf.png
